in s,C1 in V
-3.74724E-05,-6.34766E-05
-3.74712E-05,-1.61133E-04
-3.74700E-05,-3.41797E-05
-3.74688E-05,9.27734E-05
-3.74676E-05,-5.37109E-05
-3.74664E-05,-1.61133E-04
-3.74652E-05,-2.00195E-04
-3.74640E-05,-1.02539E-04
-3.74628E-05,-2.00195E-04
-3.74616E-05,-1.02539E-04
-3.74604E-05,1.46484E-05
-3.74592E-05,-5.37109E-05
-3.74580E-05,-1.02539E-04
-3.74568E-05,-8.30078E-05
-3.74556E-05,-1.31836E-04
-3.74544E-05,-1.41602E-04
-3.74532E-05,2.44141E-05
-3.74520E-05,-1.02539E-04
-3.74508E-05,-1.22070E-04
-3.74496E-05,-2.58789E-04
-3.74484E-05,-1.46484E-05
-3.74472E-05,-1.22070E-04
-3.74460E-05,-5.37109E-05
-3.74448E-05,-1.80664E-04
-3.74436E-05,-1.90430E-04
-3.74424E-05,2.44141E-05
-3.74412E-05,-9.27734E-05
-3.74400E-05,2.44141E-05
-3.74388E-05,-1.41602E-04
-3.74376E-05,-3.41797E-05
-3.74364E-05,-6.34766E-05
-3.74352E-05,-4.88281E-06
-3.74340E-05,-4.39453E-05
-3.74328E-05,-7.32422E-05
-3.74316E-05,-2.00195E-04
-3.74304E-05,-1.80664E-04
-3.74292E-05,-1.70898E-04
-3.74280E-05,-1.02539E-04
-3.74268E-05,-4.88281E-06
-3.74256E-05,-6.34766E-05
-3.74244E-05,-4.39453E-05
-3.74232E-05,-1.31836E-04
-3.74220E-05,1.46484E-05
-3.74208E-05,-1.22070E-04
-3.74196E-05,-6.34766E-05
-3.74184E-05,-1.22070E-04
-3.74172E-05,-3.41797E-05
-3.74160E-05,-2.09961E-04
-3.74148E-05,-2.44141E-05
-3.74136E-05,-1.61133E-04
-3.74124E-05,-1.70898E-04
-3.74112E-05,-1.46484E-05
-3.74100E-05,-1.12305E-04
-3.74088E-05,-7.32422E-05
-3.74076E-05,7.32422E-05
-3.74064E-05,-1.70898E-04
-3.74052E-05,-8.30078E-05
-3.74040E-05,4.88281E-06
-3.74028E-05,-5.37109E-05
-3.74016E-05,-1.12305E-04
-3.74004E-05,-1.12305E-04
-3.73992E-05,-6.34766E-05
-3.73980E-05,-2.19727E-04
-3.73968E-05,-3.41797E-05
-3.73956E-05,-2.09961E-04
-3.73944E-05,-5.37109E-05
-3.73932E-05,-1.70898E-04
-3.73920E-05,-8.30078E-05
-3.73908E-05,-1.12305E-04
-3.73896E-05,-1.02539E-04
-3.73884E-05,-2.00195E-04
-3.73872E-05,4.88281E-06
-3.73860E-05,-1.61133E-04
-3.73848E-05,-4.39453E-05
-3.73836E-05,-3.41797E-05
-3.73824E-05,-9.27734E-05
-3.73812E-05,-1.41602E-04
-3.73800E-05,-4.39453E-05
-3.73788E-05,-1.12305E-04
-3.73776E-05,-1.22070E-04
-3.73764E-05,-1.41602E-04
-3.73752E-05,-7.32422E-05
-3.73740E-05,-4.39453E-05
-3.73728E-05,-4.39453E-05
-3.73716E-05,7.32422E-05
-3.73704E-05,-1.61133E-04
-3.73692E-05,5.37109E-05
-3.73680E-05,-7.32422E-05
-3.73668E-05,4.88281E-06
-3.73656E-05,-1.12305E-04
-3.73644E-05,-2.19727E-04
-3.73632E-05,-7.32422E-05
-3.73620E-05,-4.39453E-05
-3.73608E-05,-2.68555E-04
-3.73596E-05,-1.51367E-04
-3.73584E-05,-1.12305E-04
-3.73572E-05,-1.22070E-04
-3.73560E-05,-9.27734E-05
-3.73548E-05,-1.12305E-04
-3.73536E-05,-4.88281E-06
-3.73524E-05,-8.30078E-05
-3.73512E-05,-1.12305E-04
-3.73500E-05,-2.44141E-05
-3.73488E-05,-1.51367E-04
-3.73476E-05,-1.22070E-04
-3.73464E-05,-1.02539E-04
-3.73452E-05,-8.30078E-05
-3.73440E-05,-5.37109E-05
-3.73428E-05,-4.39453E-05
-3.73416E-05,-7.32422E-05
-3.73404E-05,-3.41797E-05
-3.73392E-05,-1.80664E-04
-3.73380E-05,-1.70898E-04
-3.73368E-05,-2.09961E-04
-3.73356E-05,-6.34766E-05
-3.73344E-05,-1.12305E-04
-3.73332E-05,-9.27734E-05
-3.73320E-05,-1.02539E-04
-3.73308E-05,9.27734E-05
-3.73296E-05,-6.34766E-05
-3.73284E-05,-4.88281E-06
-3.73272E-05,-8.30078E-05
-3.73260E-05,-6.34766E-05
-3.73248E-05,-1.51367E-04
-3.73236E-05,3.41797E-05
-3.73224E-05,-9.27734E-05
-3.73212E-05,-7.32422E-05
-3.73200E-05,-5.37109E-05
-3.73188E-05,-7.32422E-05
-3.73176E-05,-1.22070E-04
-3.73164E-05,-9.27734E-05
-3.73152E-05,-2.00195E-04
-3.73140E-05,-6.34766E-05
-3.73128E-05,-1.61133E-04
-3.73116E-05,-5.37109E-05
-3.73104E-05,-1.02539E-04
-3.73092E-05,1.46484E-05
-3.73080E-05,-1.22070E-04
-3.73068E-05,-4.39453E-05
-3.73056E-05,-1.22070E-04
-3.73044E-05,-1.51367E-04
-3.73032E-05,-9.27734E-05
-3.73020E-05,-3.41797E-05
-3.73008E-05,-1.41602E-04
-3.72996E-05,3.41797E-05
-3.72984E-05,1.46484E-05
-3.72972E-05,-4.39453E-05
-3.72960E-05,-2.44141E-05
-3.72948E-05,-1.80664E-04
-3.72936E-05,-1.51367E-04
-3.72924E-05,-1.02539E-04
-3.72912E-05,-1.61133E-04
-3.72900E-05,-8.30078E-05
-3.72888E-05,4.88281E-06
-3.72876E-05,3.41797E-05
-3.72864E-05,-1.51367E-04
-3.72852E-05,-1.12305E-04
-3.72840E-05,-6.34766E-05
-3.72828E-05,-3.41797E-05
-3.72816E-05,-1.31836E-04
-3.72804E-05,-1.22070E-04
-3.72792E-05,-1.31836E-04
-3.72780E-05,-4.88281E-06
-3.72768E-05,-4.39453E-05
-3.72756E-05,3.41797E-05
-3.72744E-05,-1.31836E-04
-3.72732E-05,-7.32422E-05
-3.72720E-05,6.34766E-05
-3.72708E-05,-3.41797E-05
-3.72696E-05,-8.30078E-05
-3.72684E-05,4.39453E-05
-3.72672E-05,-5.37109E-05
-3.72660E-05,4.88281E-06
-3.72648E-05,-7.32422E-05
-3.72636E-05,-8.30078E-05
-3.72624E-05,-1.22070E-04
-3.72612E-05,-2.19727E-04
-3.72600E-05,-5.37109E-05
-3.72588E-05,-1.12305E-04
-3.72576E-05,-1.12305E-04
-3.72564E-05,-1.51367E-04
-3.72552E-05,-1.70898E-04
-3.72540E-05,-6.34766E-05
-3.72528E-05,-4.88281E-06
-3.72516E-05,-1.46484E-05
-3.72504E-05,-1.02539E-04
-3.72492E-05,-1.22070E-04
-3.72480E-05,-1.80664E-04
-3.72468E-05,-2.44141E-05
-3.72456E-05,6.34766E-05
-3.72444E-05,-1.31836E-04
-3.72432E-05,-2.09961E-04
-3.72420E-05,-1.41602E-04
-3.72408E-05,-3.41797E-05
-3.72396E-05,-4.88281E-06
-3.72384E-05,2.44141E-05
-3.72372E-05,-3.41797E-05
-3.72360E-05,-1.70898E-04
-3.72348E-05,-8.30078E-05
-3.72336E-05,-1.22070E-04
-3.72324E-05,-7.32422E-05
-3.72312E-05,-1.90430E-04
-3.72300E-05,-6.34766E-05
-3.72288E-05,-6.34766E-05
-3.72276E-05,-1.31836E-04
-3.72264E-05,-9.27734E-05
-3.72252E-05,-8.30078E-05
-3.72240E-05,-4.39453E-05
-3.72228E-05,-1.31836E-04
-3.72216E-05,-1.12305E-04
-3.72204E-05,-1.51367E-04
-3.72192E-05,7.32422E-05
-3.72180E-05,-2.00195E-04
-3.72168E-05,-8.30078E-05
-3.72156E-05,-6.34766E-05
-3.72144E-05,4.88281E-06
-3.72132E-05,-1.80664E-04
-3.72120E-05,-7.32422E-05
-3.72108E-05,-1.51367E-04
-3.72096E-05,-1.31836E-04
-3.72084E-05,3.41797E-05
-3.72072E-05,-1.61133E-04
-3.72060E-05,-2.00195E-04
-3.72048E-05,-8.30078E-05
-3.72036E-05,-1.51367E-04
-3.72024E-05,-1.90430E-04
-3.72012E-05,-1.31836E-04
-3.72000E-05,-9.27734E-05
-3.71988E-05,-5.37109E-05
-3.71976E-05,-1.51367E-04
-3.71964E-05,5.37109E-05
-3.71952E-05,4.88281E-06
-3.71940E-05,-2.19727E-04
-3.71928E-05,-1.41602E-04
-3.71916E-05,-1.02539E-04
-3.71904E-05,4.88281E-06
-3.71892E-05,-1.46484E-05
-3.71880E-05,-7.32422E-05
-3.71868E-05,-1.80664E-04
-3.71856E-05,-1.80664E-04
-3.71844E-05,-1.41602E-04
-3.71832E-05,-1.51367E-04
-3.71820E-05,-1.02539E-04
-3.71808E-05,-7.32422E-05
-3.71796E-05,-1.41602E-04
-3.71784E-05,-5.37109E-05
-3.71772E-05,-1.02539E-04
-3.71760E-05,-2.44141E-05
-3.71748E-05,6.34766E-05
-3.71736E-05,2.44141E-05
-3.71724E-05,-1.31836E-04
-3.71712E-05,1.46484E-05
-3.71700E-05,-2.68555E-04
-3.71688E-05,-8.30078E-05
-3.71676E-05,-5.37109E-05
-3.71664E-05,-1.51367E-04
-3.71652E-05,-1.41602E-04
-3.71640E-05,-1.46484E-05
-3.71628E-05,-1.12305E-04
-3.71616E-05,-5.37109E-05
-3.71604E-05,-4.39453E-05
-3.71592E-05,-1.12305E-04
-3.71580E-05,-1.02539E-04
-3.71568E-05,4.88281E-06
-3.71556E-05,4.88281E-06
-3.71544E-05,-1.70898E-04
-3.71532E-05,-5.37109E-05
-3.71520E-05,-1.02539E-04
-3.71508E-05,-9.27734E-05
-3.71496E-05,-3.41797E-05
-3.71484E-05,-8.30078E-05
-3.71472E-05,-8.30078E-05
-3.71460E-05,1.46484E-05
-3.71448E-05,-1.02539E-04
-3.71436E-05,-1.80664E-04
-3.71424E-05,3.41797E-05
-3.71412E-05,-1.02539E-04
-3.71400E-05,-3.41797E-05
-3.71388E-05,5.37109E-05
-3.71376E-05,-1.61133E-04
-3.71364E-05,4.88281E-06
-3.71352E-05,6.34766E-05
-3.71340E-05,-8.30078E-05
-3.71328E-05,-1.41602E-04
-3.71316E-05,-1.51367E-04
-3.71304E-05,-1.31836E-04
-3.71292E-05,-7.32422E-05
-3.71280E-05,-6.34766E-05
-3.71268E-05,-1.22070E-04
-3.71256E-05,-2.44141E-05
-3.71244E-05,-5.37109E-05
-3.71232E-05,-1.02539E-04
-3.71220E-05,-4.88281E-06
-3.71208E-05,-4.88281E-06
-3.71196E-05,4.88281E-06
-3.71184E-05,-3.41797E-05
-3.71172E-05,-1.51367E-04
-3.71160E-05,-5.37109E-05
-3.71148E-05,7.32422E-05
-3.71136E-05,-1.41602E-04
-3.71124E-05,-1.12305E-04
-3.71112E-05,-6.34766E-05
-3.71100E-05,-1.02539E-04
-3.71088E-05,5.37109E-05
-3.71076E-05,-2.19727E-04
-3.71064E-05,-1.22070E-04
-3.71052E-05,1.46484E-05
-3.71040E-05,5.37109E-05
-3.71028E-05,-1.70898E-04
-3.71016E-05,-4.39453E-05
-3.71004E-05,-1.41602E-04
-3.70992E-05,-1.80664E-04
-3.70980E-05,-1.12305E-04
-3.70968E-05,4.88281E-06
-3.70956E-05,-7.32422E-05
-3.70944E-05,-1.31836E-04
-3.70932E-05,-3.41797E-05
-3.70920E-05,4.39453E-05
-3.70908E-05,-1.02539E-04
-3.70896E-05,-2.19727E-04
-3.70884E-05,-4.39453E-05
-3.70872E-05,-6.34766E-05
-3.70860E-05,-4.39453E-05
-3.70848E-05,-1.61133E-04
-3.70836E-05,-2.44141E-05
-3.70824E-05,-7.32422E-05
-3.70812E-05,-1.31836E-04
-3.70800E-05,-1.22070E-04
-3.70788E-05,4.88281E-06
-3.70776E-05,-3.41797E-05
-3.70764E-05,-6.34766E-05
-3.70752E-05,-1.22070E-04
-3.70740E-05,-7.32422E-05
-3.70728E-05,-7.32422E-05
-3.70716E-05,5.37109E-05
-3.70704E-05,-6.34766E-05
-3.70692E-05,5.37109E-05
-3.70680E-05,-1.61133E-04
-3.70668E-05,-1.61133E-04
-3.70656E-05,-1.31836E-04
-3.70644E-05,-1.80664E-04
-3.70632E-05,1.46484E-05
-3.70620E-05,-5.37109E-05
-3.70608E-05,-2.44141E-05
-3.70596E-05,-4.39453E-05
-3.70584E-05,-9.27734E-05
-3.70572E-05,-7.32422E-05
-3.70560E-05,-1.12305E-04
-3.70548E-05,4.88281E-06
-3.70536E-05,-1.12305E-04
-3.70524E-05,-9.27734E-05
-3.70512E-05,-7.32422E-05
-3.70500E-05,-8.30078E-05
-3.70488E-05,-1.12305E-04
-3.70476E-05,4.88281E-06
-3.70464E-05,-1.02539E-04
-3.70452E-05,5.37109E-05
-3.70440E-05,-4.88281E-06
-3.70428E-05,-4.39453E-05
-3.70416E-05,4.88281E-06
-3.70404E-05,-3.41797E-05
-3.70392E-05,-2.00195E-04
-3.70380E-05,-1.46484E-05
-3.70368E-05,-1.31836E-04
-3.70356E-05,-1.22070E-04
-3.70344E-05,-1.02539E-04
-3.70332E-05,-1.02539E-04
-3.70320E-05,-1.61133E-04
-3.70308E-05,-4.39453E-05
-3.70296E-05,-1.51367E-04
-3.70284E-05,-2.39258E-04
-3.70272E-05,-7.32422E-05
-3.70260E-05,-1.41602E-04
-3.70248E-05,-1.12305E-04
-3.70236E-05,-1.61133E-04
-3.70224E-05,-8.30078E-05
-3.70212E-05,-1.12305E-04
-3.70200E-05,-3.41797E-05
-3.70188E-05,-1.70898E-04
-3.70176E-05,-8.30078E-05
-3.70164E-05,-1.12305E-04
-3.70152E-05,-4.39453E-05
-3.70140E-05,-1.41602E-04
-3.70128E-05,2.44141E-05
-3.70116E-05,1.46484E-05
-3.70104E-05,-4.88281E-06
-3.70092E-05,-1.31836E-04
-3.70080E-05,-7.32422E-05
-3.70068E-05,-8.30078E-05
-3.70056E-05,4.88281E-06
-3.70044E-05,-8.30078E-05
-3.70032E-05,-2.68555E-04
-3.70020E-05,-8.30078E-05
-3.70008E-05,-2.58789E-04
-3.69996E-05,-1.02539E-04
-3.69984E-05,-1.80664E-04
-3.69972E-05,-3.41797E-05
-3.69960E-05,-1.46484E-05
-3.69948E-05,2.44141E-05
-3.69936E-05,6.34766E-05
-3.69924E-05,1.46484E-05
-3.69912E-05,6.34766E-05
-3.69900E-05,-9.27734E-05
-3.69888E-05,-9.27734E-05
-3.69876E-05,-1.12305E-04
-3.69864E-05,-1.41602E-04
-3.69852E-05,-1.70898E-04
-3.69840E-05,-1.12305E-04
-3.69828E-05,-8.30078E-05
-3.69816E-05,-8.30078E-05
-3.69804E-05,-3.41797E-05
-3.69792E-05,5.37109E-05
-3.69780E-05,-1.46484E-05
-3.69768E-05,-3.41797E-05
-3.69756E-05,-7.32422E-05
-3.69744E-05,1.02539E-04
-3.69732E-05,-1.46484E-05
-3.69720E-05,4.88281E-06
-3.69708E-05,-8.30078E-05
-3.69696E-05,-1.41602E-04
-3.69684E-05,-1.12305E-04
-3.69672E-05,-4.88281E-06
-3.69660E-05,-9.27734E-05
-3.69648E-05,-3.41797E-05
-3.69636E-05,-1.61133E-04
-3.69624E-05,-1.22070E-04
-3.69612E-05,-2.49023E-04
-3.69600E-05,-1.12305E-04
-3.69588E-05,3.41797E-05
-3.69576E-05,-6.34766E-05
-3.69564E-05,-7.32422E-05
-3.69552E-05,-8.30078E-05
-3.69540E-05,-1.02539E-04
-3.69528E-05,-2.19727E-04
-3.69516E-05,-7.32422E-05
-3.69504E-05,-6.34766E-05
-3.69492E-05,-2.09961E-04
-3.69480E-05,-4.39453E-05
-3.69468E-05,-1.31836E-04
-3.69456E-05,4.39453E-05
-3.69444E-05,-7.32422E-05
-3.69432E-05,-1.31836E-04
-3.69420E-05,-8.30078E-05
-3.69408E-05,-1.70898E-04
-3.69396E-05,-2.44141E-05
-3.69384E-05,-2.58789E-04
-3.69372E-05,-3.41797E-05
-3.69360E-05,-1.12305E-04
-3.69348E-05,-1.51367E-04
-3.69336E-05,-1.80664E-04
-3.69324E-05,-1.51367E-04
-3.69312E-05,-1.80664E-04
-3.69300E-05,-3.41797E-05
-3.69288E-05,-1.41602E-04
-3.69276E-05,-1.41602E-04
-3.69264E-05,-1.02539E-04
-3.69252E-05,-1.02539E-04
-3.69240E-05,-4.39453E-05
-3.69228E-05,-1.02539E-04
-3.69216E-05,-9.27734E-05
-3.69204E-05,-1.51367E-04
-3.69192E-05,-1.22070E-04
-3.69180E-05,-1.02539E-04
-3.69168E-05,-1.02539E-04
-3.69156E-05,-8.30078E-05
-3.69144E-05,-1.51367E-04
-3.69132E-05,-4.88281E-06
-3.69120E-05,-1.61133E-04
-3.69108E-05,-4.88281E-06
-3.69096E-05,-1.31836E-04
-3.69084E-05,3.41797E-05
-3.69072E-05,1.46484E-05
-3.69060E-05,-3.41797E-05
-3.69048E-05,-1.12305E-04
-3.69036E-05,-8.30078E-05
-3.69024E-05,-1.02539E-04
-3.69012E-05,-7.32422E-05
-3.69000E-05,-4.88281E-06
-3.68988E-05,-3.41797E-05
-3.68976E-05,-2.09961E-04
-3.68964E-05,1.46484E-05
-3.68952E-05,-9.27734E-05
-3.68940E-05,-1.70898E-04
-3.68928E-05,-3.41797E-05
-3.68916E-05,-1.12305E-04
-3.68904E-05,3.41797E-05
-3.68892E-05,-3.41797E-05
-3.68880E-05,-1.02539E-04
-3.68868E-05,-1.22070E-04
-3.68856E-05,-6.34766E-05
-3.68844E-05,-3.41797E-05
-3.68832E-05,-1.12305E-04
-3.68820E-05,-1.02539E-04
-3.68808E-05,-1.51367E-04
-3.68796E-05,-1.12305E-04
-3.68784E-05,-1.02539E-04
-3.68772E-05,-7.32422E-05
-3.68760E-05,-1.02539E-04
-3.68748E-05,-5.37109E-05
-3.68736E-05,-5.37109E-05
-3.68724E-05,-1.51367E-04
-3.68712E-05,3.41797E-05
-3.68700E-05,-1.41602E-04
-3.68688E-05,-7.32422E-05
-3.68676E-05,-5.37109E-05
-3.68664E-05,-9.27734E-05
-3.68652E-05,-1.41602E-04
-3.68640E-05,-6.34766E-05
-3.68628E-05,4.88281E-06
-3.68616E-05,-1.02539E-04
-3.68604E-05,-1.51367E-04
-3.68592E-05,-1.02539E-04
-3.68580E-05,-9.27734E-05
-3.68568E-05,-7.32422E-05
-3.68556E-05,-1.51367E-04
-3.68544E-05,-1.90430E-04
-3.68532E-05,-1.61133E-04
-3.68520E-05,-4.39453E-05
-3.68508E-05,-2.44141E-05
-3.68496E-05,-1.02539E-04
-3.68484E-05,1.46484E-05
-3.68472E-05,4.88281E-06
-3.68460E-05,-1.02539E-04
-3.68448E-05,-3.41797E-05
-3.68436E-05,-5.37109E-05
-3.68424E-05,4.88281E-06
-3.68412E-05,-3.41797E-05
-3.68400E-05,-1.31836E-04
-3.68388E-05,-1.41602E-04
-3.68376E-05,-4.39453E-05
-3.68364E-05,-1.12305E-04
-3.68352E-05,-1.70898E-04
-3.68340E-05,-2.68555E-04
-3.68328E-05,-4.39453E-05
-3.68316E-05,-1.41602E-04
-3.68304E-05,-1.12305E-04
-3.68292E-05,-2.29492E-04
-3.68280E-05,-3.41797E-05
-3.68268E-05,-1.02539E-04
-3.68256E-05,-1.12305E-04
-3.68244E-05,-2.68555E-04
-3.68232E-05,-1.22070E-04
-3.68220E-05,-2.00195E-04
-3.68208E-05,-9.27734E-05
-3.68196E-05,-1.61133E-04
-3.68184E-05,-2.19727E-04
-3.68172E-05,-2.49023E-04
-3.68160E-05,-3.41797E-05
-3.68148E-05,-1.12305E-04
-3.68136E-05,-3.41797E-05
-3.68124E-05,-9.27734E-05
-3.68112E-05,-1.02539E-04
-3.68100E-05,-4.39453E-05
-3.68088E-05,-2.44141E-05
-3.68076E-05,-5.37109E-05
-3.68064E-05,-3.41797E-05
-3.68052E-05,-1.12305E-04
-3.68040E-05,-1.61133E-04
-3.68028E-05,-3.41797E-05
-3.68016E-05,-1.41602E-04
-3.68004E-05,-1.02539E-04
-3.67992E-05,-7.32422E-05
-3.67980E-05,-1.31836E-04
-3.67968E-05,-1.46484E-05
-3.67956E-05,-2.49023E-04
-3.67944E-05,-2.09961E-04
-3.67932E-05,-2.78320E-04
-3.67920E-05,-1.61133E-04
-3.67908E-05,-2.39258E-04
-3.67896E-05,-2.49023E-04
-3.67884E-05,-1.70898E-04
-3.67872E-05,4.39453E-05
-3.67860E-05,-1.12305E-04
-3.67848E-05,-2.44141E-05
-3.67836E-05,-1.41602E-04
-3.67824E-05,-5.37109E-05
-3.67812E-05,-4.39453E-05
-3.67800E-05,-2.44141E-05
-3.67788E-05,-7.32422E-05
-3.67776E-05,-9.27734E-05
-3.67764E-05,-1.80664E-04
-3.67752E-05,-5.37109E-05
-3.67740E-05,-2.44141E-05
-3.67728E-05,-1.41602E-04
-3.67716E-05,-1.12305E-04
-3.67704E-05,-6.34766E-05
-3.67692E-05,-7.32422E-05
-3.67680E-05,-1.70898E-04
-3.67668E-05,-5.37109E-05
-3.67656E-05,-1.51367E-04
-3.67644E-05,-4.88281E-06
-3.67632E-05,-6.34766E-05
-3.67620E-05,4.39453E-05
-3.67608E-05,-1.70898E-04
-3.67596E-05,-9.27734E-05
-3.67584E-05,-1.31836E-04
-3.67572E-05,-8.30078E-05
-3.67560E-05,-9.27734E-05
-3.67548E-05,-4.39453E-05
-3.67536E-05,-1.80664E-04
-3.67524E-05,-1.90430E-04
-3.67512E-05,-5.37109E-05
-3.67500E-05,-2.49023E-04
-3.67488E-05,-1.22070E-04
-3.67476E-05,4.88281E-06
-3.67464E-05,-2.58789E-04
-3.67452E-05,-1.41602E-04
-3.67440E-05,-1.22070E-04
-3.67428E-05,-2.09961E-04
-3.67416E-05,-1.12305E-04
-3.67404E-05,-4.88281E-06
-3.67392E-05,-1.22070E-04
-3.67380E-05,8.30078E-05
-3.67368E-05,-5.37109E-05
-3.67356E-05,-1.41602E-04
-3.67344E-05,-1.41602E-04
-3.67332E-05,-4.88281E-06
-3.67320E-05,3.41797E-05
-3.67308E-05,-3.41797E-05
-3.67296E-05,-1.02539E-04
-3.67284E-05,-1.61133E-04
-3.67272E-05,-1.41602E-04
-3.67260E-05,-3.41797E-05
-3.67248E-05,-1.02539E-04
-3.67236E-05,-4.39453E-05
-3.67224E-05,-1.02539E-04
-3.67212E-05,-1.51367E-04
-3.67200E-05,-4.88281E-06
-3.67188E-05,-1.80664E-04
-3.67176E-05,-1.41602E-04
-3.67164E-05,-1.61133E-04
-3.67152E-05,2.44141E-05
-3.67140E-05,-1.61133E-04
-3.67128E-05,-3.41797E-05
-3.67116E-05,2.44141E-05
-3.67104E-05,3.41797E-05
-3.67092E-05,-2.39258E-04
-3.67080E-05,4.88281E-06
-3.67068E-05,-1.02539E-04
-3.67056E-05,-2.44141E-05
-3.67044E-05,-1.41602E-04
-3.67032E-05,-2.49023E-04
-3.67020E-05,-8.30078E-05
-3.67008E-05,-1.41602E-04
-3.66996E-05,-7.32422E-05
-3.66984E-05,-1.51367E-04
-3.66972E-05,-1.12305E-04
-3.66960E-05,-1.80664E-04
-3.66948E-05,-4.39453E-05
-3.66936E-05,-1.02539E-04
-3.66924E-05,1.46484E-05
-3.66912E-05,-5.37109E-05
-3.66900E-05,3.41797E-05
-3.66888E-05,-1.02539E-04
-3.66876E-05,-3.41797E-05
-3.66864E-05,-5.37109E-05
-3.66852E-05,7.32422E-05
-3.66840E-05,-3.41797E-05
-3.66828E-05,-9.27734E-05
-3.66816E-05,1.46484E-05
-3.66804E-05,-7.32422E-05
-3.66792E-05,-1.02539E-04
-3.66780E-05,-8.30078E-05
-3.66768E-05,2.44141E-05
-3.66756E-05,-1.61133E-04
-3.66744E-05,7.32422E-05
-3.66732E-05,-7.32422E-05
-3.66720E-05,-6.34766E-05
-3.66708E-05,1.02539E-04
-3.66696E-05,-5.37109E-05
-3.66684E-05,5.37109E-05
-3.66672E-05,-9.27734E-05
-3.66660E-05,4.39453E-05
-3.66648E-05,-1.90430E-04
-3.66636E-05,2.44141E-05
-3.66624E-05,1.46484E-05
-3.66612E-05,-1.31836E-04
-3.66600E-05,-2.44141E-05
-3.66588E-05,-1.80664E-04
-3.66576E-05,3.41797E-05
-3.66564E-05,-1.51367E-04
-3.66552E-05,-1.31836E-04
-3.66540E-05,-1.02539E-04
-3.66528E-05,4.88281E-06
-3.66516E-05,5.37109E-05
-3.66504E-05,-8.30078E-05
-3.66492E-05,-7.32422E-05
-3.66480E-05,-1.46484E-05
-3.66468E-05,-4.88281E-06
-3.66456E-05,-1.70898E-04
-3.66444E-05,-8.30078E-05
-3.66432E-05,-2.00195E-04
-3.66420E-05,2.44141E-05
-3.66408E-05,-6.34766E-05
-3.66396E-05,-2.44141E-05
-3.66384E-05,-1.80664E-04
-3.66372E-05,-1.90430E-04
-3.66360E-05,-2.00195E-04
-3.66348E-05,-6.34766E-05
-3.66336E-05,-8.30078E-05
-3.66324E-05,-3.41797E-05
-3.66312E-05,-1.61133E-04
-3.66300E-05,-4.39453E-05
-3.66288E-05,-6.34766E-05
-3.66276E-05,-7.32422E-05
-3.66264E-05,-1.61133E-04
-3.66252E-05,-6.34766E-05
-3.66240E-05,-1.51367E-04
-3.66228E-05,-1.70898E-04
-3.66216E-05,-1.12305E-04
-3.66204E-05,-3.41797E-05
-3.66192E-05,-1.51367E-04
-3.66180E-05,-1.46484E-05
-3.66168E-05,-4.88281E-06
-3.66156E-05,-2.49023E-04
-3.66144E-05,-1.90430E-04
-3.66132E-05,-1.12305E-04
-3.66120E-05,-8.30078E-05
-3.66108E-05,-1.51367E-04
-3.66096E-05,-6.34766E-05
-3.66084E-05,-7.32422E-05
-3.66072E-05,-1.61133E-04
-3.66060E-05,-4.88281E-06
-3.66048E-05,-1.51367E-04
-3.66036E-05,8.30078E-05
-3.66024E-05,-2.00195E-04
-3.66012E-05,-1.02539E-04
-3.66000E-05,-1.80664E-04
-3.65988E-05,-2.19727E-04
-3.65976E-05,-9.27734E-05
-3.65964E-05,-1.90430E-04
-3.65952E-05,-2.09961E-04
-3.65940E-05,-1.12305E-04
-3.65928E-05,-1.02539E-04
-3.65916E-05,-1.41602E-04
-3.65904E-05,6.34766E-05
-3.65892E-05,-3.41797E-05
-3.65880E-05,-1.12305E-04
-3.65868E-05,-2.68555E-04
-3.65856E-05,-5.37109E-05
-3.65844E-05,-4.88281E-06
-3.65832E-05,-2.44141E-05
-3.65820E-05,-1.90430E-04
-3.65808E-05,1.41602E-04
-3.65796E-05,-1.22070E-04
-3.65784E-05,-9.27734E-05
-3.65772E-05,-1.61133E-04
-3.65760E-05,-1.51367E-04
-3.65748E-05,-2.49023E-04
-3.65736E-05,-1.02539E-04
-3.65724E-05,-1.61133E-04
-3.65712E-05,-3.41797E-05
-3.65700E-05,-7.32422E-05
-3.65688E-05,-1.22070E-04
-3.65676E-05,-8.30078E-05
-3.65664E-05,1.46484E-05
-3.65652E-05,-1.12305E-04
-3.65640E-05,-4.39453E-05
-3.65628E-05,-2.00195E-04
-3.65616E-05,-1.80664E-04
-3.65604E-05,-6.34766E-05
-3.65592E-05,-7.32422E-05
-3.65580E-05,1.46484E-05
-3.65568E-05,-2.58789E-04
-3.65556E-05,2.44141E-05
-3.65544E-05,-2.29492E-04
-3.65532E-05,-1.22070E-04
-3.65520E-05,-1.41602E-04
-3.65508E-05,3.41797E-05
-3.65496E-05,-1.41602E-04
-3.65484E-05,-1.41602E-04
-3.65472E-05,2.44141E-05
-3.65460E-05,-1.31836E-04
-3.65448E-05,-1.22070E-04
-3.65436E-05,-1.02539E-04
-3.65424E-05,-4.39453E-05
-3.65412E-05,-4.39453E-05
-3.65400E-05,-6.34766E-05
-3.65388E-05,-2.88086E-04
-3.65376E-05,6.34766E-05
-3.65364E-05,-1.80664E-04
-3.65352E-05,-1.51367E-04
-3.65340E-05,-1.61133E-04
