in s,C1 in V
2.74884E-05,-3.27148E-04
2.74896E-05,-1.22070E-04
2.74908E-05,-2.88086E-04
2.74920E-05,-1.51367E-04
2.74932E-05,-1.80664E-04
2.74944E-05,-2.09961E-04
2.74956E-05,-2.19727E-04
2.74968E-05,-2.78320E-04
2.74980E-05,-2.00195E-04
2.74992E-05,-2.49023E-04
2.75004E-05,-1.02539E-04
2.75016E-05,-1.02539E-04
2.75028E-05,-1.90430E-04
2.75040E-05,-3.07617E-04
2.75052E-05,-1.02539E-04
2.75064E-05,-1.70898E-04
2.75076E-05,-1.80664E-04
2.75088E-05,-2.09961E-04
2.75100E-05,-1.61133E-04
2.75112E-05,-2.00195E-04
2.75124E-05,-1.61133E-04
2.75136E-05,-2.78320E-04
2.75148E-05,-1.02539E-04
2.75160E-05,-2.00195E-04
2.75172E-05,-1.51367E-04
2.75184E-05,-1.31836E-04
2.75196E-05,-2.49023E-04
2.75208E-05,-2.29492E-04
2.75220E-05,-1.61133E-04
2.75232E-05,-2.49023E-04
2.75244E-05,-1.70898E-04
2.75256E-05,-1.61133E-04
2.75268E-05,-1.61133E-04
2.75280E-05,-1.70898E-04
2.75292E-05,-2.78320E-04
2.75304E-05,-1.51367E-04
2.75316E-05,-1.02539E-04
2.75328E-05,-2.19727E-04
2.75340E-05,-1.61133E-04
2.75352E-05,-2.00195E-04
2.75364E-05,-2.29492E-04
2.75376E-05,-2.19727E-04
2.75388E-05,-2.49023E-04
2.75400E-05,-1.02539E-04
2.75412E-05,-3.36914E-04
2.75424E-05,-2.78320E-04
2.75436E-05,-2.68555E-04
2.75448E-05,-2.39258E-04
2.75460E-05,-3.17383E-04
2.75472E-05,-2.68555E-04
2.75484E-05,-1.31836E-04
2.75496E-05,-3.17383E-04
2.75508E-05,-2.39258E-04
2.75520E-05,-3.07617E-04
2.75532E-05,-2.19727E-04
2.75544E-05,-2.19727E-04
2.75556E-05,-2.78320E-04
2.75568E-05,-3.17383E-04
2.75580E-05,-2.97852E-04
2.75592E-05,-1.61133E-04
2.75604E-05,-3.85742E-04
2.75616E-05,-2.09961E-04
2.75628E-05,-2.68555E-04
2.75640E-05,-2.97852E-04
2.75652E-05,-9.27734E-05
2.75664E-05,-3.27148E-04
2.75676E-05,-2.78320E-04
2.75688E-05,-2.68555E-04
2.75700E-05,-1.02539E-04
2.75712E-05,-2.29492E-04
2.75724E-05,-7.32422E-05
2.75736E-05,-2.78320E-04
2.75748E-05,-1.51367E-04
2.75760E-05,-2.49023E-04
2.75772E-05,-2.49023E-04
2.75784E-05,-2.58789E-04
2.75796E-05,-3.66211E-04
2.75808E-05,-1.12305E-04
2.75820E-05,-2.58789E-04
2.75832E-05,-8.30078E-05
2.75844E-05,-3.17383E-04
2.75856E-05,-1.61133E-04
2.75868E-05,-1.02539E-04
2.75880E-05,-2.78320E-04
2.75892E-05,-2.19727E-04
2.75904E-05,-1.80664E-04
2.75916E-05,-3.17383E-04
2.75928E-05,-7.32422E-05
2.75940E-05,-1.80664E-04
2.75952E-05,-2.68555E-04
2.75964E-05,-1.61133E-04
2.75976E-05,-1.90430E-04
2.75988E-05,-2.49023E-04
2.76000E-05,-1.31836E-04
2.76012E-05,-1.80664E-04
2.76024E-05,-2.09961E-04
2.76036E-05,-3.27148E-04
2.76048E-05,-1.22070E-04
2.76060E-05,-1.80664E-04
2.76072E-05,-2.58789E-04
2.76084E-05,-2.09961E-04
2.76096E-05,-1.02539E-04
2.76108E-05,-1.51367E-04
2.76120E-05,-2.78320E-04
2.76132E-05,-2.09961E-04
2.76144E-05,-2.78320E-04
2.76156E-05,-1.80664E-04
2.76168E-05,-1.61133E-04
2.76180E-05,-1.12305E-04
2.76192E-05,-3.46680E-04
2.76204E-05,-1.61133E-04
2.76216E-05,-1.61133E-04
2.76228E-05,-1.51367E-04
2.76240E-05,-3.27148E-04
2.76252E-05,-2.09961E-04
2.76264E-05,-1.51367E-04
2.76276E-05,-1.80664E-04
2.76288E-05,-1.70898E-04
2.76300E-05,-7.32422E-05
2.76312E-05,-1.80664E-04
2.76324E-05,-2.19727E-04
2.76336E-05,-2.09961E-04
2.76348E-05,-2.68555E-04
2.76360E-05,-1.02539E-04
2.76372E-05,-2.19727E-04
2.76384E-05,-2.09961E-04
2.76396E-05,-1.51367E-04
2.76408E-05,-1.90430E-04
2.76420E-05,-1.12305E-04
2.76432E-05,-2.68555E-04
2.76444E-05,-1.80664E-04
2.76456E-05,-1.22070E-04
2.76468E-05,-1.12305E-04
2.76480E-05,-1.41602E-04
2.76492E-05,-2.19727E-04
2.76504E-05,-1.31836E-04
2.76516E-05,-2.09961E-04
2.76528E-05,-1.02539E-04
2.76540E-05,-3.17383E-04
2.76552E-05,-1.90430E-04
2.76564E-05,-1.90430E-04
2.76576E-05,-1.51367E-04
2.76588E-05,-1.61133E-04
2.76600E-05,-2.00195E-04
2.76612E-05,-1.41602E-04
2.76624E-05,-6.34766E-05
2.76636E-05,-2.78320E-04
2.76648E-05,-3.07617E-04
2.76660E-05,-2.39258E-04
2.76672E-05,-2.19727E-04
2.76684E-05,-3.27148E-04
2.76696E-05,-2.58789E-04
2.76708E-05,-2.58789E-04
2.76720E-05,-9.27734E-05
2.76732E-05,-2.49023E-04
2.76744E-05,-1.61133E-04
2.76756E-05,-1.61133E-04
2.76768E-05,-2.39258E-04
2.76780E-05,-2.09961E-04
2.76792E-05,-3.07617E-04
2.76804E-05,-7.32422E-05
2.76816E-05,-1.51367E-04
2.76828E-05,-1.31836E-04
2.76840E-05,-2.49023E-04
2.76852E-05,-1.41602E-04
2.76864E-05,-2.49023E-04
2.76876E-05,-7.32422E-05
2.76888E-05,-2.78320E-04
2.76900E-05,-7.32422E-05
2.76912E-05,-1.41602E-04
2.76924E-05,-1.51367E-04
2.76936E-05,-2.39258E-04
2.76948E-05,-1.90430E-04
2.76960E-05,-2.97852E-04
2.76972E-05,-2.58789E-04
2.76984E-05,-2.19727E-04
2.76996E-05,-2.39258E-04
2.77008E-05,-2.58789E-04
2.77020E-05,-1.70898E-04
2.77032E-05,-1.80664E-04
2.77044E-05,-1.46484E-05
2.77056E-05,-1.80664E-04
2.77068E-05,-1.70898E-04
2.77080E-05,-1.31836E-04
2.77092E-05,-2.29492E-04
2.77104E-05,-2.58789E-04
2.77116E-05,-3.17383E-04
2.77128E-05,-2.58789E-04
2.77140E-05,-1.51367E-04
2.77152E-05,-2.00195E-04
2.77164E-05,-2.00195E-04
2.77176E-05,-7.32422E-05
2.77188E-05,-2.97852E-04
2.77200E-05,-2.19727E-04
2.77212E-05,-1.61133E-04
2.77224E-05,-2.09961E-04
2.77236E-05,-2.88086E-04
2.77248E-05,-1.41602E-04
2.77260E-05,-1.31836E-04
2.77272E-05,-1.41602E-04
2.77284E-05,-7.32422E-05
2.77296E-05,-1.70898E-04
2.77308E-05,-1.12305E-04
2.77320E-05,-1.41602E-04
2.77332E-05,-1.41602E-04
2.77344E-05,-2.09961E-04
2.77356E-05,-1.90430E-04
2.77368E-05,-1.90430E-04
2.77380E-05,-1.31836E-04
2.77392E-05,-1.80664E-04
2.77404E-05,-1.41602E-04
2.77416E-05,-1.22070E-04
2.77428E-05,-2.19727E-04
2.77440E-05,-2.19727E-04
2.77452E-05,-1.70898E-04
2.77464E-05,-1.70898E-04
2.77476E-05,-1.31836E-04
2.77488E-05,-2.39258E-04
2.77500E-05,-2.39258E-04
2.77512E-05,-9.27734E-05
2.77524E-05,-1.70898E-04
2.77536E-05,-1.51367E-04
2.77548E-05,-1.41602E-04
2.77560E-05,-1.70898E-04
2.77572E-05,-2.19727E-04
2.77584E-05,-5.37109E-05
2.77596E-05,-1.90430E-04
2.77608E-05,-1.12305E-04
2.77620E-05,-2.44141E-05
2.77632E-05,-1.70898E-04
2.77644E-05,-1.51367E-04
2.77656E-05,-1.70898E-04
2.77668E-05,-2.09961E-04
2.77680E-05,-1.31836E-04
2.77692E-05,-2.88086E-04
2.77704E-05,-2.39258E-04
2.77716E-05,-1.80664E-04
2.77728E-05,-1.70898E-04
2.77740E-05,-1.61133E-04
2.77752E-05,-1.90430E-04
2.77764E-05,-8.30078E-05
2.77776E-05,-1.51367E-04
2.77788E-05,-1.12305E-04
2.77800E-05,-1.31836E-04
2.77812E-05,-1.80664E-04
2.77824E-05,-1.61133E-04
2.77836E-05,-6.34766E-05
2.77848E-05,-2.00195E-04
2.77860E-05,-2.49023E-04
2.77872E-05,-1.70898E-04
2.77884E-05,-8.30078E-05
2.77896E-05,-2.68555E-04
2.77908E-05,-2.68555E-04
2.77920E-05,-7.32422E-05
2.77932E-05,-1.12305E-04
2.77944E-05,-1.51367E-04
2.77956E-05,-1.51367E-04
2.77968E-05,-8.30078E-05
2.77980E-05,-1.41602E-04
2.77992E-05,-1.70898E-04
2.78004E-05,-7.32422E-05
2.78016E-05,-2.97852E-04
2.78028E-05,-2.68555E-04
2.78040E-05,-1.70898E-04
2.78052E-05,-1.41602E-04
2.78064E-05,-4.39453E-05
2.78076E-05,-1.51367E-04
2.78088E-05,-1.61133E-04
2.78100E-05,-1.22070E-04
2.78112E-05,-2.00195E-04
2.78124E-05,-4.39453E-05
2.78136E-05,-1.22070E-04
2.78148E-05,-1.51367E-04
2.78160E-05,-2.39258E-04
2.78172E-05,-1.22070E-04
2.78184E-05,-2.68555E-04
2.78196E-05,-2.19727E-04
2.78208E-05,-2.09961E-04
2.78220E-05,-2.68555E-04
2.78232E-05,-1.70898E-04
2.78244E-05,-4.88281E-06
2.78256E-05,-2.68555E-04
2.78268E-05,-1.12305E-04
2.78280E-05,-1.22070E-04
2.78292E-05,-1.12305E-04
2.78304E-05,-1.41602E-04
2.78316E-05,-1.90430E-04
2.78328E-05,-2.44141E-05
2.78340E-05,-7.32422E-05
2.78352E-05,-3.41797E-05
2.78364E-05,-7.32422E-05
2.78376E-05,5.37109E-05
2.78388E-05,-1.02539E-04
2.78400E-05,-6.34766E-05
2.78412E-05,-5.37109E-05
2.78424E-05,-3.27148E-04
2.78436E-05,-1.41602E-04
2.78448E-05,-1.22070E-04
2.78460E-05,-5.37109E-05
2.78472E-05,-1.22070E-04
2.78484E-05,-1.22070E-04
2.78496E-05,-1.22070E-04
2.78508E-05,-8.30078E-05
2.78520E-05,-3.56445E-04
2.78532E-05,-1.90430E-04
2.78544E-05,-8.30078E-05
2.78556E-05,-1.80664E-04
2.78568E-05,-9.27734E-05
2.78580E-05,-1.70898E-04
2.78592E-05,-1.51367E-04
2.78604E-05,-5.37109E-05
2.78616E-05,-1.31836E-04
2.78628E-05,-6.34766E-05
2.78640E-05,5.37109E-05
2.78652E-05,-1.02539E-04
2.78664E-05,-1.12305E-04
2.78676E-05,-1.70898E-04
2.78688E-05,-1.02539E-04
2.78700E-05,-3.41797E-05
2.78712E-05,-9.27734E-05
2.78724E-05,-8.30078E-05
2.78736E-05,-7.32422E-05
2.78748E-05,7.32422E-05
2.78760E-05,-2.88086E-04
2.78772E-05,2.44141E-05
2.78784E-05,-4.88281E-06
2.78796E-05,-2.09961E-04
2.78808E-05,-4.39453E-05
2.78820E-05,-5.37109E-05
2.78832E-05,-6.34766E-05
2.78844E-05,-4.39453E-05
2.78856E-05,-9.27734E-05
2.78868E-05,-9.27734E-05
2.78880E-05,-9.27734E-05
2.78892E-05,-1.41602E-04
2.78904E-05,-1.31836E-04
2.78916E-05,-2.39258E-04
2.78928E-05,-1.46484E-05
2.78940E-05,-1.70898E-04
2.78952E-05,-1.51367E-04
2.78964E-05,-1.02539E-04
2.78976E-05,-1.12305E-04
2.78988E-05,-6.34766E-05
2.79000E-05,-2.00195E-04
2.79012E-05,3.41797E-05
2.79024E-05,-5.37109E-05
2.79036E-05,-2.19727E-04
2.79048E-05,-2.19727E-04
2.79060E-05,-7.32422E-05
2.79072E-05,-2.88086E-04
2.79084E-05,-1.61133E-04
2.79096E-05,-1.90430E-04
2.79108E-05,-1.41602E-04
2.79120E-05,-3.17383E-04
2.79132E-05,-1.80664E-04
2.79144E-05,-2.19727E-04
2.79156E-05,-8.30078E-05
2.79168E-05,-1.51367E-04
2.79180E-05,-1.31836E-04
2.79192E-05,-7.32422E-05
2.79204E-05,-2.19727E-04
2.79216E-05,-1.70898E-04
2.79228E-05,-1.61133E-04
2.79240E-05,-1.61133E-04
2.79252E-05,-1.02539E-04
2.79264E-05,-2.58789E-04
2.79276E-05,-2.68555E-04
2.79288E-05,-8.30078E-05
2.79300E-05,-1.31836E-04
2.79312E-05,-1.02539E-04
2.79324E-05,-1.70898E-04
2.79336E-05,-1.41602E-04
2.79348E-05,-1.90430E-04
2.79360E-05,-7.32422E-05
2.79372E-05,-1.90430E-04
2.79384E-05,-3.41797E-05
2.79396E-05,-1.41602E-04
2.79408E-05,-1.61133E-04
2.79420E-05,-2.49023E-04
2.79432E-05,-1.31836E-04
2.79444E-05,-1.41602E-04
2.79456E-05,-1.70898E-04
2.79468E-05,-2.44141E-05
2.79480E-05,-1.31836E-04
2.79492E-05,-1.41602E-04
2.79504E-05,-8.30078E-05
2.79516E-05,-1.41602E-04
2.79528E-05,-2.09961E-04
2.79540E-05,-1.41602E-04
2.79552E-05,-9.27734E-05
2.79564E-05,-1.41602E-04
2.79576E-05,-1.31836E-04
2.79588E-05,-1.61133E-04
2.79600E-05,-1.12305E-04
2.79612E-05,-1.70898E-04
2.79624E-05,-1.70898E-04
2.79636E-05,-1.02539E-04
2.79648E-05,-1.90430E-04
2.79660E-05,-2.19727E-04
2.79672E-05,-1.31836E-04
2.79684E-05,-8.30078E-05
2.79696E-05,-2.78320E-04
2.79708E-05,-7.32422E-05
2.79720E-05,-1.61133E-04
2.79732E-05,-1.51367E-04
2.79744E-05,-1.22070E-04
2.79756E-05,-4.88281E-06
2.79768E-05,4.39453E-05
2.79780E-05,-7.32422E-05
2.79792E-05,-1.02539E-04
2.79804E-05,-1.12305E-04
2.79816E-05,-1.61133E-04
2.79828E-05,-7.32422E-05
2.79840E-05,-1.31836E-04
2.79852E-05,-2.39258E-04
2.79864E-05,-2.29492E-04
2.79876E-05,-1.80664E-04
2.79888E-05,-2.09961E-04
2.79900E-05,-2.49023E-04
2.79912E-05,-2.39258E-04
2.79924E-05,-1.22070E-04
2.79936E-05,-7.32422E-05
2.79948E-05,-2.68555E-04
2.79960E-05,-1.61133E-04
2.79972E-05,-1.61133E-04
2.79984E-05,-1.41602E-04
2.79996E-05,-1.80664E-04
2.80008E-05,-2.29492E-04
2.80020E-05,-1.90430E-04
2.80032E-05,-7.32422E-05
2.80044E-05,-1.80664E-04
2.80056E-05,-1.70898E-04
2.80068E-05,-1.12305E-04
2.80080E-05,-6.34766E-05
2.80092E-05,-2.19727E-04
2.80104E-05,-2.88086E-04
2.80116E-05,-1.41602E-04
2.80128E-05,-1.41602E-04
2.80140E-05,-1.70898E-04
2.80152E-05,1.46484E-05
2.80164E-05,-1.90430E-04
2.80176E-05,-9.27734E-05
2.80188E-05,-5.37109E-05
2.80200E-05,-6.34766E-05
2.80212E-05,-1.90430E-04
2.80224E-05,-1.80664E-04
2.80236E-05,-1.46484E-05
2.80248E-05,-2.29492E-04
2.80260E-05,-3.07617E-04
2.80272E-05,-9.27734E-05
2.80284E-05,-6.34766E-05
2.80296E-05,-1.51367E-04
2.80308E-05,-1.12305E-04
2.80320E-05,-1.51367E-04
2.80332E-05,-1.22070E-04
2.80344E-05,-2.00195E-04
2.80356E-05,-1.02539E-04
2.80368E-05,-1.22070E-04
2.80380E-05,-1.22070E-04
2.80392E-05,-3.17383E-04
2.80404E-05,-1.46484E-05
2.80416E-05,-3.41797E-05
2.80428E-05,-2.00195E-04
2.80440E-05,-1.61133E-04
2.80452E-05,-5.37109E-05
2.80464E-05,-1.41602E-04
2.80476E-05,-1.31836E-04
2.80488E-05,-1.41602E-04
2.80500E-05,-1.41602E-04
2.80512E-05,-2.09961E-04
2.80524E-05,3.41797E-05
2.80536E-05,-1.12305E-04
2.80548E-05,-1.41602E-04
2.80560E-05,-8.30078E-05
2.80572E-05,-1.70898E-04
2.80584E-05,-1.61133E-04
2.80596E-05,-1.41602E-04
2.80608E-05,-1.31836E-04
2.80620E-05,1.46484E-05
2.80632E-05,-1.70898E-04
2.80644E-05,-1.41602E-04
2.80656E-05,-1.31836E-04
2.80668E-05,-6.34766E-05
2.80680E-05,-1.46484E-05
2.80692E-05,-1.41602E-04
2.80704E-05,-1.02539E-04
2.80716E-05,-1.70898E-04
2.80728E-05,-1.41602E-04
2.80740E-05,-1.12305E-04
2.80752E-05,-7.32422E-05
2.80764E-05,-1.12305E-04
2.80776E-05,-8.30078E-05
2.80788E-05,-1.90430E-04
2.80800E-05,-7.32422E-05
2.80812E-05,-3.41797E-05
2.80824E-05,-1.22070E-04
2.80836E-05,-2.00195E-04
2.80848E-05,-1.02539E-04
2.80860E-05,-1.41602E-04
2.80872E-05,-1.02539E-04
2.80884E-05,-6.34766E-05
2.80896E-05,-1.61133E-04
2.80908E-05,-1.12305E-04
2.80920E-05,-1.31836E-04
2.80932E-05,-1.46484E-05
2.80944E-05,-2.19727E-04
2.80956E-05,-6.34766E-05
2.80968E-05,-5.37109E-05
2.80980E-05,-1.02539E-04
2.80992E-05,-2.49023E-04
2.81004E-05,-1.02539E-04
2.81016E-05,-1.80664E-04
2.81028E-05,-7.32422E-05
2.81040E-05,-1.12305E-04
2.81052E-05,-1.12305E-04
2.81064E-05,-1.41602E-04
2.81076E-05,-4.88281E-06
2.81088E-05,-1.61133E-04
2.81100E-05,-1.41602E-04
2.81112E-05,-2.09961E-04
2.81124E-05,-1.41602E-04
2.81136E-05,-1.41602E-04
2.81148E-05,-2.49023E-04
2.81160E-05,-1.12305E-04
2.81172E-05,-1.70898E-04
2.81184E-05,-1.12305E-04
2.81196E-05,-1.12305E-04
2.81208E-05,-1.22070E-04
2.81220E-05,-8.30078E-05
2.81232E-05,-1.41602E-04
2.81244E-05,-1.90430E-04
2.81256E-05,-1.02539E-04
2.81268E-05,-9.27734E-05
2.81280E-05,-2.68555E-04
2.81292E-05,-1.80664E-04
2.81304E-05,-1.31836E-04
2.81316E-05,-1.12305E-04
2.81328E-05,-5.37109E-05
2.81340E-05,-1.31836E-04
2.81352E-05,-1.12305E-04
2.81364E-05,-1.22070E-04
2.81376E-05,-8.30078E-05
2.81388E-05,-1.51367E-04
2.81400E-05,-7.32422E-05
2.81412E-05,-1.90430E-04
2.81424E-05,-2.49023E-04
2.81436E-05,-5.37109E-05
2.81448E-05,-9.27734E-05
2.81460E-05,-5.37109E-05
2.81472E-05,-1.12305E-04
2.81484E-05,-2.19727E-04
2.81496E-05,-7.32422E-05
2.81508E-05,-2.58789E-04
2.81520E-05,-5.37109E-05
2.81532E-05,-7.32422E-05
2.81544E-05,-1.70898E-04
2.81556E-05,-3.27148E-04
2.81568E-05,1.31836E-04
2.81580E-05,-1.70898E-04
2.81592E-05,-1.51367E-04
2.81604E-05,-1.31836E-04
2.81616E-05,-4.39453E-05
2.81628E-05,-7.32422E-05
2.81640E-05,-5.37109E-05
2.81652E-05,-3.41797E-05
2.81664E-05,-1.51367E-04
2.81676E-05,-2.00195E-04
2.81688E-05,-9.27734E-05
2.81700E-05,-2.49023E-04
2.81712E-05,-7.32422E-05
2.81724E-05,-1.12305E-04
2.81736E-05,-2.19727E-04
2.81748E-05,-9.27734E-05
2.81760E-05,-1.51367E-04
2.81772E-05,-1.12305E-04
2.81784E-05,-1.02539E-04
2.81796E-05,-2.39258E-04
2.81808E-05,-7.32422E-05
2.81820E-05,-2.29492E-04
2.81832E-05,-1.12305E-04
2.81844E-05,-9.27734E-05
2.81856E-05,-1.31836E-04
2.81868E-05,-2.39258E-04
2.81880E-05,-5.37109E-05
2.81892E-05,-8.30078E-05
2.81904E-05,-2.58789E-04
2.81916E-05,-1.80664E-04
2.81928E-05,-3.56445E-04
2.81940E-05,-1.22070E-04
2.81952E-05,-2.19727E-04
2.81964E-05,-1.02539E-04
2.81976E-05,-1.80664E-04
2.81988E-05,-1.51367E-04
2.82000E-05,-1.61133E-04
2.82012E-05,-1.51367E-04
2.82024E-05,-2.29492E-04
2.82036E-05,-1.22070E-04
2.82048E-05,-1.12305E-04
2.82060E-05,-2.78320E-04
2.82072E-05,-2.09961E-04
2.82084E-05,-1.02539E-04
2.82096E-05,-1.12305E-04
2.82108E-05,-1.61133E-04
2.82120E-05,5.37109E-05
2.82132E-05,-2.44141E-05
2.82144E-05,-1.41602E-04
2.82156E-05,-2.44141E-05
2.82168E-05,-1.80664E-04
2.82180E-05,-7.32422E-05
2.82192E-05,-1.41602E-04
2.82204E-05,-2.39258E-04
2.82216E-05,-2.78320E-04
2.82228E-05,-2.00195E-04
2.82240E-05,-4.88281E-06
2.82252E-05,-1.02539E-04
2.82264E-05,-1.02539E-04
2.82276E-05,-2.09961E-04
2.82288E-05,-1.22070E-04
2.82300E-05,-1.02539E-04
2.82312E-05,-8.30078E-05
2.82324E-05,-7.32422E-05
2.82336E-05,-1.80664E-04
2.82348E-05,-1.12305E-04
2.82360E-05,-2.78320E-04
2.82372E-05,-2.29492E-04
2.82384E-05,-1.02539E-04
2.82396E-05,-7.32422E-05
2.82408E-05,-1.31836E-04
2.82420E-05,-1.31836E-04
2.82432E-05,-1.41602E-04
2.82444E-05,-1.90430E-04
2.82456E-05,-3.46680E-04
2.82468E-05,4.88281E-06
2.82480E-05,-1.41602E-04
2.82492E-05,-4.39453E-05
2.82504E-05,2.44141E-05
2.82516E-05,-1.41602E-04
2.82528E-05,-1.31836E-04
2.82540E-05,-1.51367E-04
2.82552E-05,-4.39453E-05
2.82564E-05,-1.80664E-04
2.82576E-05,-4.88281E-06
2.82588E-05,-1.80664E-04
2.82600E-05,-7.32422E-05
2.82612E-05,-1.41602E-04
2.82624E-05,-3.41797E-05
2.82636E-05,-6.34766E-05
2.82648E-05,-1.22070E-04
2.82660E-05,-1.70898E-04
2.82672E-05,-1.22070E-04
2.82684E-05,-3.41797E-05
2.82696E-05,-8.30078E-05
2.82708E-05,-2.29492E-04
2.82720E-05,-1.70898E-04
2.82732E-05,-2.49023E-04
2.82744E-05,-2.09961E-04
2.82756E-05,-1.90430E-04
2.82768E-05,-7.32422E-05
2.82780E-05,-2.68555E-04
2.82792E-05,-1.61133E-04
2.82804E-05,-3.41797E-05
2.82816E-05,-1.70898E-04
2.82828E-05,-5.37109E-05
2.82840E-05,-4.88281E-06
2.82852E-05,-1.61133E-04
2.82864E-05,-1.02539E-04
2.82876E-05,-1.70898E-04
2.82888E-05,-2.29492E-04
2.82900E-05,-1.41602E-04
2.82912E-05,-8.30078E-05
2.82924E-05,-2.39258E-04
2.82936E-05,-3.41797E-05
2.82948E-05,-4.39453E-05
2.82960E-05,-4.39453E-05
2.82972E-05,-2.39258E-04
2.82984E-05,-1.22070E-04
2.82996E-05,-6.34766E-05
2.83008E-05,-5.37109E-05
2.83020E-05,-1.80664E-04
2.83032E-05,-1.22070E-04
2.83044E-05,3.41797E-05
2.83056E-05,-1.70898E-04
2.83068E-05,-1.22070E-04
2.83080E-05,-2.68555E-04
2.83092E-05,-1.31836E-04
2.83104E-05,-1.12305E-04
2.83116E-05,-1.80664E-04
2.83128E-05,-7.32422E-05
2.83140E-05,-1.41602E-04
2.83152E-05,-3.41797E-05
2.83164E-05,-8.30078E-05
2.83176E-05,-1.61133E-04
2.83188E-05,1.46484E-05
2.83200E-05,-2.19727E-04
2.83212E-05,-3.41797E-05
2.83224E-05,-1.02539E-04
2.83236E-05,-1.02539E-04
2.83248E-05,-1.51367E-04
2.83260E-05,-5.37109E-05
2.83272E-05,-4.39453E-05
2.83284E-05,-1.90430E-04
2.83296E-05,-7.32422E-05
2.83308E-05,-5.37109E-05
2.83320E-05,-1.90430E-04
2.83332E-05,-1.12305E-04
2.83344E-05,-1.61133E-04
2.83356E-05,-8.30078E-05
2.83368E-05,-3.41797E-05
2.83380E-05,-1.46484E-05
2.83392E-05,-1.02539E-04
2.83404E-05,1.46484E-05
2.83416E-05,-1.51367E-04
2.83428E-05,-3.41797E-05
2.83440E-05,-1.02539E-04
2.83452E-05,-1.51367E-04
2.83464E-05,-1.02539E-04
2.83476E-05,-2.68555E-04
2.83488E-05,-2.00195E-04
2.83500E-05,-6.34766E-05
2.83512E-05,-3.41797E-05
2.83524E-05,-9.27734E-05
2.83536E-05,-1.80664E-04
2.83548E-05,-2.39258E-04
2.83560E-05,-2.97852E-04
2.83572E-05,7.32422E-05
2.83584E-05,-1.41602E-04
2.83596E-05,-1.41602E-04
2.83608E-05,-1.22070E-04
2.83620E-05,-6.34766E-05
2.83632E-05,-2.00195E-04
2.83644E-05,-4.88281E-06
2.83656E-05,-2.19727E-04
2.83668E-05,-1.61133E-04
2.83680E-05,-2.44141E-05
2.83692E-05,-2.19727E-04
2.83704E-05,-1.90430E-04
2.83716E-05,-1.02539E-04
2.83728E-05,-1.02539E-04
2.83740E-05,-1.70898E-04
2.83752E-05,-4.39453E-05
2.83764E-05,-1.61133E-04
2.83776E-05,-5.37109E-05
2.83788E-05,-3.41797E-05
2.83800E-05,-1.41602E-04
2.83812E-05,-3.41797E-05
2.83824E-05,-7.32422E-05
2.83836E-05,7.32422E-05
2.83848E-05,-5.37109E-05
2.83860E-05,-9.27734E-05
2.83872E-05,9.27734E-05
2.83884E-05,-1.70898E-04
2.83896E-05,-4.39453E-05
2.83908E-05,-2.09961E-04
2.83920E-05,-1.12305E-04
2.83932E-05,-2.09961E-04
2.83944E-05,-2.09961E-04
2.83956E-05,-8.30078E-05
2.83968E-05,-7.32422E-05
2.83980E-05,-9.27734E-05
2.83992E-05,-1.31836E-04
2.84004E-05,-2.00195E-04
2.84016E-05,-1.70898E-04
2.84028E-05,-4.39453E-05
2.84040E-05,-2.19727E-04
2.84052E-05,1.46484E-05
2.84064E-05,-2.19727E-04
2.84076E-05,-1.41602E-04
2.84088E-05,-1.02539E-04
2.84100E-05,-2.00195E-04
2.84112E-05,-1.51367E-04
2.84124E-05,-4.39453E-05
2.84136E-05,-1.02539E-04
2.84148E-05,-1.02539E-04
2.84160E-05,-9.27734E-05
2.84172E-05,-1.41602E-04
2.84184E-05,-3.41797E-05
2.84196E-05,-8.30078E-05
2.84208E-05,-2.58789E-04
2.84220E-05,4.88281E-06
2.84232E-05,-3.07617E-04
2.84244E-05,-1.51367E-04
2.84256E-05,-1.41602E-04
2.84268E-05,-1.41602E-04
2.84280E-05,-2.78320E-04
2.84292E-05,-9.27734E-05
2.84304E-05,-7.32422E-05
2.84316E-05,-2.49023E-04
2.84328E-05,-2.00195E-04
2.84340E-05,-1.22070E-04
2.84352E-05,-2.00195E-04
2.84364E-05,-7.32422E-05
2.84376E-05,-1.90430E-04
2.84388E-05,-1.61133E-04
2.84400E-05,-1.02539E-04
2.84412E-05,-3.41797E-05
2.84424E-05,-2.97852E-04
2.84436E-05,-1.61133E-04
2.84448E-05,-4.88281E-06
2.84460E-05,-1.12305E-04
2.84472E-05,-2.39258E-04
2.84484E-05,-1.51367E-04
2.84496E-05,-1.41602E-04
2.84508E-05,-1.51367E-04
2.84520E-05,-2.09961E-04
2.84532E-05,-2.09961E-04
2.84544E-05,-9.27734E-05
2.84556E-05,-3.41797E-05
2.84568E-05,-9.27734E-05
2.84580E-05,-7.32422E-05
2.84592E-05,-1.12305E-04
2.84604E-05,-1.02539E-04
2.84616E-05,-1.70898E-04
2.84628E-05,-8.30078E-05
2.84640E-05,-1.80664E-04
2.84652E-05,-1.12305E-04
2.84664E-05,-1.22070E-04
2.84676E-05,2.44141E-05
2.84688E-05,-2.19727E-04
2.84700E-05,-9.27734E-05
2.84712E-05,-4.39453E-05
2.84724E-05,-7.32422E-05
2.84736E-05,-1.61133E-04
2.84748E-05,2.44141E-05
2.84760E-05,-1.90430E-04
